query,sop,score
我想知道商品有问题怎么退货要怎么解决,商家可在后台查看售后工单处理时长统计。,0.2
咨询一下密码不记得了怎么登录怎么处理,处理规则：当支付失败后订单仍保留时，需在有效期内重新支付，否则订单将自动取消，完成后更新工单状态。,0.2
想问下银行卡扣款了但订单没生成怎么办,SOP：商家可在后台查看每日订单成交统计数据,0.2
帮我看看什么时候发货,建议处理：如订单已退款成功，相关物流单号将不再继续更新，完成后更新工单状态。,0.2
包裹丢了怎么处理,标准流程：部分优惠券仅限特定类目、商家或支付方式使用，需查看券面说明，并在系统中记录处理结果。,0.2
发票抬头填错了怎么办,如快递异常退回仓库，需确认是否重新发货或直接退款,0.2
请问收到货不满意可以退吗,收货地址填写错误时可在商家发货前申请修改,0.2
请教一下优惠券过期了还能恢复吗怎么处理,商品签收后七天内可按规则申请退货退款,0.2
账号被锁了怎么恢复登录,SOP：当账号被冻结时，提交身份验证材料申请解冻后再登录，并在系统中记录处理结果。,0.4
咨询一下领了优惠券结算时不生效该怎么办,SOP：用户可在个人中心修改昵称、头像和收货地址，并在系统中记录处理结果。,0.4
我想知道支付时优惠券失效了怎么办,标准流程：用户可在个人中心修改昵称、头像和收货地址，并在系统中记录处理结果。,0.4
请问订单已发货还能拦截吗该怎么办,退货退款时需要在售后页面填写退货物流单号,0.4
我想知道验证码登录失败怎么办,标准流程：登录成功后可在设置页面查看最近登录设备记录，必要时联系人工客服协助。,0.4
帮我看看发货太慢怎么催应该怎么弄,标准流程：如订单已退款成功，相关物流单号将不再继续更新,0.4
请问退款审核要多久要怎么解决,SOP：订单支付成功后可在订单详情页查看电子发票入口，必要时联系人工客服协助。,0.4
满减券不能用怎么办,支付成功后订单状态将在短时间内更新为待发货，必要时联系人工客服协助。,0.4
想问下发货太慢怎么催有没有处理办法,标准流程：如订单已退款成功，相关物流单号将不再继续更新,0.4
咨询一下发票邮箱填错了怎么改该怎么办,处理规则：优惠券不可兑换成现金或开具发票金额。,0.4
请问用户忘记密码登录不了怎么办,管理员可以在后台查询用户最近七天的登录日志，完成后更新工单状态。,0.4
咨询一下怎么申请退款应该怎么弄,标准流程：收货地址填写错误时可在商家发货前申请修改，必要时联系人工客服协助。,0.4
帮我看看快递停滞几天了怎么办,SOP：首次注册成功后建议完善个人资料和收货地址，并在系统中记录处理结果。,0.4
咨询一下商品有问题怎么退货应该怎么弄,标准流程：订单支付成功后可在订单详情页查看电子发票入口。,0.4
退货物流填错了怎么办,会员用户可享受部分商品的运费减免权益,0.4
想问下发货太慢怎么催有没有处理办法,如订单已退款成功，相关物流单号将不再继续更新,0.4
麻烦问一下快递异常怎么处理,标准流程：如订单已退款成功，相关物流单号将不再继续更新，必要时联系人工客服协助。,0.4
发货太慢怎么催,如订单已退款成功，相关物流单号将不再继续更新,0.4
帮我看看支付成功但页面显示未支付怎么办,若订单已取消，需重新下单后再进行支付，完成后更新工单状态。,0.4
怎么申请退款,建议处理：订单支付成功后可在订单详情页查看电子发票入口。,0.4
咨询一下领了优惠券结算时不生效该怎么办,用户可在个人中心修改昵称、头像和收货地址。,0.4
帮我看看登录提示需要身份验证怎么处理,当账号被冻结时，提交身份验证材料申请解冻后再登录,0.4
物流一直不更新怎么办,标准流程：优惠券需在有效期内并满足使用门槛时才可抵扣,0.4
登录提示需要身份验证怎么处理,处理规则：管理员可以在后台查询用户最近七天的登录日志，并在系统中记录处理结果。,0.4
咨询一下订单重复扣款怎么退款该怎么办,如需开具发票，可在订单完成后提交发票申请，必要时联系人工客服协助。,0.4
麻烦问一下账号登不上去提示密码错误怎么办,建议处理：首次登录时建议完成手机号绑定，便于后续接收安全验证信息。,0.4
麻烦问一下账号登不上去提示密码错误怎么办,处理规则：首次登录时建议完成手机号绑定，便于后续接收安全验证信息,0.4
请问企业发票怎么开,会员权益可在个人中心查看有效期和使用说明。,0.4
帮我看看怎么申请退款,建议处理：订单支付成功后可在订单详情页查看电子发票入口。,0.4
请教一下商品有问题怎么退货怎么处理,标准流程：订单支付成功后可在订单详情页查看电子发票入口，必要时联系人工客服协助。,0.4
想问下退货物流填错了怎么办,会员用户可享受部分商品的运费减免权益,0.4
帮我看看快递异常怎么处理,标准流程：如订单已退款成功，相关物流单号将不再继续更新。,0.4
咨询一下新人券不能使用怎么处理,处理规则：用户可在个人中心修改昵称、头像和收货地址。,0.4
请教一下快递显示签收但我没收到怎么办,标准流程：如订单已退款成功，相关物流单号将不再继续更新，完成后更新工单状态。,0.4
支付成功但页面显示未支付怎么办,SOP：若订单已取消，需重新下单后再进行支付，并在系统中记录处理结果。,0.4
咨询一下账号被锁了怎么恢复登录,SOP：当账号被冻结时，提交身份验证材料申请解冻后再登录，并在系统中记录处理结果。,0.4
麻烦问一下退款审核要多久应该怎么弄,标准流程：订单支付成功后可在订单详情页查看电子发票入口，并在系统中记录处理结果。,0.4
帮我看看订单完成后怎么补开发票,SOP：修改登录密码后建议重新登录所有设备,0.4
请教一下订单重复扣款怎么退款,处理规则：如需开具发票，可在订单完成后提交发票申请。,0.4
请教一下发货太慢怎么催,支付失败时请确认支付方式余额和网络状态，必要时联系人工客服协助。,0.4
请问地址填错了还能改吗,SOP：退货退款时需要在售后页面填写退货物流单号，必要时联系人工客服协助。,0.4
支付时优惠券失效了怎么办,用户可在个人中心修改昵称、头像和收货地址,0.4
我想知道怎么申请发票应该怎么弄,处理规则：如需退款，请在订单详情页提交售后申请，并在系统中记录处理结果。,0.4
请教一下什么时候发货怎么处理,支付失败时请确认支付方式余额和网络状态。,0.4
请问微信支付后状态一直未更新怎么办,使用优惠券前请确认订单金额是否满足使用门槛,0.4
银行卡扣款了但订单没生成怎么办,标准流程：若订单已取消，需重新下单后再进行支付，必要时联系人工客服协助。,0.4
咨询一下登录提示需要身份验证怎么处理,SOP：当账号被冻结时，提交身份验证材料申请解冻后再登录，完成后更新工单状态。,0.4
我想知道账号登不上去提示密码错误怎么办,首次登录时建议完成手机号绑定，便于后续接收安全验证信息,0.4
麻烦问一下订单重复扣款怎么退款怎么处理,订单提交成功后可在订单详情页查看物流信息,0.4
麻烦问一下发货太慢怎么催怎么处理,支付失败时请确认支付方式余额和网络状态,0.4
我想知道什么时候发货,SOP：支付失败时请确认支付方式余额和网络状态，完成后更新工单状态。,0.4
想问下微信支付后状态一直未更新怎么办,SOP：使用优惠券前请确认订单金额是否满足使用门槛。,0.4
请问支付成功但页面显示未支付怎么办,建议处理：若订单已取消，需重新下单后再进行支付，完成后更新工单状态。,0.4
请问领了优惠券结算时不生效有没有处理办法,用户可在个人中心修改昵称、头像和收货地址，并在系统中记录处理结果。,0.4
请问发票抬头填错了怎么办,标准流程：修改登录密码后建议重新登录所有设备，完成后更新工单状态。,0.4
